name,N,pos_tbng,M,prevalence,mu,mu_low,mu_high,gamma,n,tau,tau_low,tau_high,alpha,alpha_low,alpha_high,xi_low,xi_high,xi_sampling
G._palpalis_gambiense,225,20,8,0.03555555555556,11,5.21,17.38,0,1.62,136.875,91.25,182.5,10.6,9.125,12.586,0,1000,o
